26603,Customer#000026603,31016.7006,-219.99,CANADA
26603,Customer#000026603,37072.5326,-219.99,CANADA
15139,Customer#000015139,53492.16,5601.01,CANADA
15139,Customer#000015139,73326.5328,5601.01,CANADA
15139,Customer#000015139,108526.4872,5601.01,CANADA
15139,Customer#000015139,175292.0546,5601.01,CANADA
15139,Customer#000015139,203727.1886,5601.01,CANADA
33028,Customer#000033028,73122.318,6030.33,CANADA
8305,Customer#000008305,39657.3985,4350.44,CANADA
8305,Customer#000008305,60153.7465,4350.44,CANADA
8305,Customer#000008305,71550.8077,4350.44,CANADA
233,Customer#000000233,71748.6224,3998.24,CANADA
233,Customer#000000233,106891.6478,3998.24,CANADA
233,Customer#000000233,129908.2568,3998.24,CANADA
